amount,hour_of_day,account_age_days,avg_historical_ticket,amount_zscore,velocity_1h,velocity_24h,distinct_merchants_24h,cross_merchant_velocity_1h,geo_mismatch,new_device,new_payee,payee_added_to_txn_minutes,sim_or_device_change_recent,session_duration_sec,is_international,chargeback_history_count,merchant_risk_score,billing_shipping_mismatch,fraud_pattern,is_fraud
800.99,1,151,1295.75,-0.955,0,3,1,0,0,0,0,35997,0,72.0,0,0,0.162,0,legit,0
692.87,13,713,816.31,-0.378,1,2,1,0,0,0,0,930,0,102.5,0,0,0.045,0,legit,0
1427.87,14,96,1388.26,0.071,0,1,4,1,0,0,1,186,0,85.7,0,0,0.401,0,legit,0
2075.54,7,233,1555.48,0.836,0,0,2,1,0,0,0,252,0,37.9,0,0,0.238,0,legit,0
948.83,17,340,1034.37,-0.207,0,6,1,0,0,0,0,2073,0,190.4,0,0,0.191,0,legit,0
1699.29,7,453,882.47,2.314,0,1,1,1,0,0,0,382,0,19.4,0,0,0.189,0,legit,0
1417.51,22,739,1524.81,-0.176,1,2,1,0,0,0,0,221,0,39.2,0,0,0.088,0,legit,0
682.12,17,256,615.8,0.269,1,0,2,0,0,0,0,1911,0,35.8,0,0,0.106,0,legit,0
357.92,23,856,730.99,-1.276,1,1,1,1,0,0,0,1342,0,33.3,0,0,0.029,0,legit,0
773.41,22,688,623.55,0.601,1,1,2,0,0,0,0,31,0,590.9,0,0,0.066,0,legit,0
560.77,10,612,793.29,-0.733,0,2,1,1,0,0,0,131,1,45.2,0,0,0.0,0,legit,0
15.49,3,1031,50.0,-1.726,0,1,1,0,0,0,1,1388,0,150.8,0,0,0.089,0,legit,0
1022.07,17,129,543.22,2.204,0,4,2,0,0,0,0,2506,0,43.1,0,0,0.28,0,legit,0
562.38,4,145,470.63,0.487,0,0,2,2,0,1,1,2001,0,37.0,0,0,0.222,0,legit,0
1503.4,18,154,1551.64,-0.078,0,0,1,0,0,1,0,436,0,55.4,1,0,0.06,0,legit,0
1198.79,8,333,1344.51,-0.271,2,2,2,0,0,0,0,3772,0,148.4,0,0,0.133,0,legit,0
447.89,11,762,1168.49,-1.542,0,3,1,0,1,0,0,31,0,155.4,0,0,0.123,0,legit,0
433.08,2,310,1446.85,-1.752,0,3,1,0,0,1,0,164,0,102.5,0,0,0.238,0,legit,0
1718.43,5,321,1163.03,1.194,0,1,2,1,0,0,0,7390,0,15.7,0,0,0.092,0,legit,0
1999.46,7,522,1568.57,0.687,0,2,2,0,0,0,0,2147,0,117.7,0,0,0.058,0,legit,0
336.92,6,329,454.43,-0.646,1,3,1,2,0,0,1,109,0,94.6,0,0,0.0,0,legit,0
1642.83,21,111,1576.24,0.106,0,1,2,0,0,0,0,193,0,31.6,0,0,0.301,0,legit,0
156.21,19,312,2211.6,-2.323,0,1,2,0,1,0,1,105,0,14.6,0,0,0.009,0,legit,0
707.01,10,1201,776.22,-0.223,2,2,1,0,0,0,0,336,0,45.0,0,0,0.035,0,legit,0
1463.39,17,191,1536.17,-0.118,0,1,2,1,0,0,1,92,0,89.5,0,0,0.306,0,legit,0
2220.67,16,674,1587.82,0.996,0,2,2,0,0,0,0,694,0,51.2,0,0,0.217,0,legit,0
41.22,8,375,50.0,-0.439,1,3,3,0,0,0,0,52,0,32.9,0,0,0.325,0,legit,0
2026.15,18,51,1167.73,1.838,1,4,1,0,0,0,1,765,0,12.3,0,0,0.136,0,legit,0
992.53,12,666,884.76,0.305,0,5,1,1,0,0,0,300,1,53.3,0,0,0.037,0,legit,0
291.65,7,983,350.11,-0.417,2,2,2,0,0,0,0,307,0,125.7,0,0,0.269,0,legit,0
1281.36,16,104,1342.2,-0.113,1,1,1,0,0,0,0,156,0,32.0,0,0,0.212,0,legit,0
679.65,21,284,776.75,-0.313,1,2,1,0,0,0,0,89683,0,55.1,0,0,0.153,0,legit,0
338.08,19,508,312.15,0.208,0,0,1,0,0,0,0,39,0,101.2,0,0,0.047,0,legit,0
26.97,0,140,50.0,-1.151,0,1,4,0,0,0,0,348,0,57.9,1,0,0.0,0,legit,0
1754.93,3,777,1434.74,0.558,0,2,3,0,0,0,0,57,0,176.7,0,0,0.398,0,legit,0
89.32,18,252,50.0,1.966,0,3,2,0,0,1,1,1443,0,107.7,0,0,0.089,0,legit,0
1258.56,22,908,1425.53,-0.293,0,2,1,0,0,0,0,11,0,276.6,0,0,0.223,0,legit,0
1808.26,19,331,1514.37,0.485,0,1,1,0,0,0,0,21831,0,102.3,0,0,0.173,0,legit,0
300.88,8,107,996.26,-1.745,0,4,1,0,0,0,0,1272,0,98.2,0,0,0.347,0,legit,0
1481.44,19,138,1052.81,1.018,0,3,1,0,0,0,0,170,0,40.0,0,0,0.061,0,legit,0
1292.68,4,616,1820.62,-0.725,0,3,1,0,0,0,0,208,0,342.0,1,0,0.09,0,legit,0
1274.6,4,373,1103.82,0.387,0,3,2,0,0,0,0,228,0,64.1,0,0,0.255,0,legit,0
793.11,21,498,1573.32,-1.24,1,1,1,0,0,0,0,2386,0,80.5,0,0,0.364,0,legit,0
347.04,22,376,323.56,0.181,0,3,3,0,0,0,0,479,0,66.2,0,0,0.044,0,legit,0
86.85,18,1,1088.42,-2.301,2,30,7,4,0,0,1,175,0,164.3,0,0,0.548,0,mule_cashout_ring,1
887.49,22,192,826.39,0.185,1,1,2,2,0,0,1,5630,0,21.1,0,0,0.017,0,legit,0
2301.5,18,375,1835.73,0.634,0,2,1,0,0,0,0,1632,0,254.6,0,0,0.481,0,legit,0
720.31,0,392,1304.47,-1.12,0,3,1,0,0,0,0,1434,0,132.5,0,0,0.212,0,legit,0
878.03,12,132,859.3,0.054,1,3,3,0,0,0,0,735,0,57.6,0,0,0.066,0,legit,0
222.96,1,161,405.6,-1.126,1,2,1,0,0,0,1,1249,0,48.7,0,0,0.339,0,legit,0
1086.9,15,241,1038.58,0.116,1,4,1,0,0,0,0,778,0,299.1,0,0,0.0,0,legit,0
231.34,14,590,248.42,-0.172,1,2,1,0,0,0,0,1151,0,151.5,0,0,0.119,0,legit,0
2231.6,9,387,1635.28,0.912,1,2,1,0,0,0,0,555,0,53.4,0,0,0.022,0,legit,0
1629.92,23,514,1300.51,0.633,0,2,3,0,0,0,0,100,0,67.1,0,1,0.013,0,legit,0
32.7,20,303,50.0,-0.865,0,2,1,0,0,0,0,5989,0,543.1,0,0,0.051,0,legit,0
298.12,15,283,704.24,-1.442,0,1,1,0,0,0,0,8,0,43.4,0,0,0.325,0,legit,0
1774.06,16,415,1698.25,0.112,0,2,1,0,0,0,0,93,0,108.1,0,0,0.37,0,legit,0
639.03,8,147,1003.19,-0.907,0,0,1,0,0,0,0,129,0,78.3,0,0,0.295,0,legit,0
1873.23,23,256,1794.68,0.109,0,2,1,0,0,0,1,1735,0,30.8,0,0,0.228,0,legit,0
1199.79,13,221,1475.32,-0.467,1,1,2,0,0,0,0,575,0,306.4,1,0,0.284,0,legit,0
621.47,22,177,753.74,-0.439,1,3,2,0,0,1,0,238,0,59.3,0,0,0.0,0,legit,0
235.02,21,94,182.03,0.728,0,3,1,0,0,0,0,3594,0,42.3,0,0,0.113,0,legit,0
383.03,5,274,371.65,0.077,0,1,1,0,0,0,0,32,0,160.6,0,0,0.188,1,legit,0
1660.23,10,112,1367.46,0.535,1,6,2,1,0,0,0,30,0,61.3,0,0,0.272,0,legit,0
325.55,12,230,299.51,0.217,0,2,1,1,1,0,0,103,0,11.5,0,0,0.221,0,legit,0
757.12,21,278,891.45,-0.377,0,9,2,0,1,0,1,66,0,163.9,0,0,0.0,0,legit,0
754.23,2,725,547.13,0.946,0,3,2,0,0,0,0,1626,0,222.8,0,0,0.111,0,legit,0
3814.42,5,22,2119.78,1.999,0,2,1,0,0,0,1,21,0,69.0,0,0,0.177,0,legit,0
511.33,8,237,701.95,-0.679,0,0,4,0,0,0,0,328,1,86.6,0,0,0.355,0,legit,0
43.43,5,300,50.0,-0.329,0,2,1,0,0,0,0,10450,0,159.3,0,0,0.0,0,legit,0
1347.7,22,1469,1294.93,0.102,0,3,3,1,0,0,0,51,0,33.3,0,0,0.267,0,legit,0
1827.43,5,695,1697.16,0.192,0,5,3,0,0,0,0,1066,1,21.2,0,0,0.023,0,legit,0
1113.43,10,1094,1265.83,-0.301,2,2,2,0,0,0,1,5157,0,94.5,0,0,0.262,0,legit,0
1924.06,19,351,1329.7,1.117,0,6,1,0,0,0,0,350,0,85.9,0,0,0.0,0,legit,0
1425.74,15,51,1345.71,0.149,0,4,1,0,0,0,0,124,0,84.7,0,0,0.0,0,legit,0
1127.44,11,659,804.73,1.003,0,0,3,0,0,0,0,83,0,88.9,0,1,0.304,0,legit,0
2217.95,5,609,1855.78,0.488,1,3,1,0,0,0,0,4368,0,102.8,0,0,0.222,0,legit,0
1973.43,18,184,1832.4,0.192,0,4,1,0,0,0,0,5062,0,125.9,0,0,0.275,0,legit,0
1290.94,2,299,1252.57,0.077,0,3,1,0,0,0,0,234,0,56.1,0,0,0.136,0,legit,0
1916.83,21,213,1415.87,0.885,0,4,1,0,0,0,0,47966,0,35.5,1,0,0.294,0,legit,0
184.48,16,9,1926.59,-2.261,0,11,1,1,0,0,1,206,0,78.8,0,1,0.216,0,mule_cashout_ring,1
905.29,12,766,943.55,-0.101,1,5,1,2,0,0,0,914,0,48.3,0,0,0.12,0,legit,0
831.28,23,1168,1231.18,-0.812,0,3,2,0,0,0,1,3474,0,88.3,0,0,0.259,0,legit,0
1825.33,11,374,1192.08,1.328,1,1,1,0,0,0,0,26,0,74.3,0,0,0.01,0,legit,0
1423.8,22,708,1203.05,0.459,0,0,4,0,0,0,1,1562,0,92.3,0,0,0.055,0,legit,0
425.81,12,815,465.0,-0.211,0,1,2,4,0,0,0,469,0,41.5,0,0,0.167,0,legit,0
1280.87,3,76,1281.65,-0.002,0,2,1,0,0,0,0,2331,1,75.0,0,0,0.384,0,legit,0
927.63,1,872,1141.0,-0.468,1,3,1,0,0,0,0,149,0,83.7,0,0,0.167,0,legit,0
853.52,5,447,781.29,0.231,0,3,1,0,0,1,0,3667,0,22.9,0,0,0.083,0,legit,0
953.26,15,354,807.96,0.45,0,5,1,0,0,0,0,29292,0,100.1,0,0,0.103,0,legit,0
1787.1,14,105,1464.32,0.551,0,3,3,0,0,0,0,9774,0,128.8,0,0,0.0,0,legit,0
1386.93,1,760,872.2,1.475,0,2,2,0,0,1,0,1371,0,41.5,0,0,0.0,0,legit,0
1735.73,20,201,1243.63,0.989,1,2,3,0,0,0,0,259,0,12.9,0,0,0.219,0,legit,0
181.81,14,495,193.8,-0.155,0,0,2,0,0,1,0,186,0,29.1,0,0,0.06,0,legit,0
1839.75,23,646,1340.55,0.931,0,4,1,0,0,0,0,1918,0,160.1,0,0,0.332,0,legit,0
1213.33,22,109,1676.79,-0.691,0,5,1,0,0,0,0,1373,0,43.4,0,0,0.271,0,legit,0
939.65,3,644,1390.38,-0.81,0,2,2,0,0,1,1,171,0,116.1,0,0,0.341,0,legit,0
1199.91,7,345,1259.52,-0.118,0,2,2,0,0,0,1,335,0,44.0,0,0,0.523,0,legit,0
629.03,23,496,672.57,-0.162,2,3,1,0,0,0,0,172,0,17.4,0,0,0.102,0,legit,0
2945.13,1,698,1443.49,2.601,0,4,2,1,0,1,1,18,1,31.7,0,1,0.2,0,account_takeover_simswap,1
2162.79,13,376,1686.01,0.707,0,1,1,0,0,1,0,18001,0,24.3,0,0,0.319,0,legit,0
2255.57,14,669,1274.93,1.923,0,4,1,1,0,0,1,466,0,37.1,0,0,0.31,0,legit,0
3247.17,2,1194,1674.43,2.348,0,0,2,0,0,0,1,437,1,11.1,0,0,0.109,0,legit,0
500.68,12,774,427.75,0.426,2,4,2,0,0,0,0,3930,0,201.7,0,0,0.219,0,legit,0
1121.24,16,361,1372.73,-0.458,0,2,1,0,0,0,0,20,0,85.6,0,0,0.312,0,legit,0
290.63,5,891,696.9,-1.457,0,2,1,0,0,0,0,2717,0,51.5,0,0,0.081,0,legit,0
1256.58,21,181,1429.84,-0.303,0,1,3,1,0,1,1,723,0,94.0,0,0,0.184,0,legit,0
2579.61,11,411,1480.53,1.856,0,2,1,0,0,0,0,2,0,35.0,0,0,0.097,0,legit,0
539.71,9,386,986.45,-1.132,0,6,3,0,0,0,0,184,0,46.1,0,0,0.14,0,legit,0
911.94,19,248,988.77,-0.194,0,2,1,0,0,0,0,3023,0,114.3,0,0,0.179,0,legit,0
502.04,22,184,426.25,0.445,2,1,2,0,0,0,1,7118,0,30.6,0,0,0.211,0,legit,0
2778.16,23,235,2289.74,0.533,0,2,5,0,0,0,1,19540,0,66.7,0,0,0.299,0,legit,0
1313.63,7,625,1791.09,-0.666,0,1,1,0,0,0,0,2335,0,163.2,0,0,0.0,0,legit,0
2287.07,15,161,1748.94,0.769,0,1,3,0,1,0,0,1641,0,154.4,1,0,0.043,0,legit,0
1538.05,10,190,1314.98,0.424,0,2,1,1,0,0,0,9046,0,28.3,0,0,0.381,0,legit,0
825.29,21,212,638.62,0.731,1,1,1,0,0,0,0,67,0,94.2,0,0,0.087,0,legit,0
1560.14,16,1110,1241.1,0.643,0,1,1,0,0,0,0,1167,0,11.3,0,0,0.259,1,legit,0
1580.32,7,607,2003.52,-0.528,1,2,1,0,0,0,0,1636,0,24.9,0,0,0.197,0,legit,0
895.57,22,75,1001.62,-0.265,0,1,1,0,1,0,0,731,0,55.6,0,0,0.347,0,legit,0
852.55,1,242,667.7,0.692,0,4,1,0,0,0,0,412,0,11.6,0,0,0.228,0,legit,0
576.14,13,157,577.85,-0.007,0,4,1,0,0,0,1,18,0,56.8,0,0,0.057,0,legit,0
80.5,1,226,50.0,1.525,0,0,2,1,0,0,1,12,0,138.7,0,0,0.058,0,legit,0
613.41,9,691,1330.84,-1.348,1,4,2,1,0,0,0,251,0,127.7,0,0,0.269,0,legit,0
710.19,10,324,750.08,-0.133,1,1,1,0,0,0,0,111,0,15.2,0,0,0.151,0,legit,0
656.44,13,300,653.71,0.01,0,6,1,0,0,0,0,799,0,56.4,0,0,0.0,0,legit,0
681.92,13,1105,676.99,0.018,2,3,1,0,0,0,0,10,0,173.7,0,0,0.224,0,legit,0
2329.96,3,307,1509.2,1.36,0,3,1,0,0,0,0,417,0,16.7,0,0,0.311,0,legit,0
565.26,19,477,1104.4,-1.22,0,5,1,0,0,0,0,225,0,46.2,0,0,0.209,0,legit,0
143.53,10,231,139.81,0.067,0,2,3,1,0,0,0,554,0,224.7,0,0,0.117,0,legit,0
2148.14,18,281,1870.88,0.37,0,3,3,0,0,1,0,623,0,54.1,0,0,0.0,0,legit,0
641.35,18,583,569.1,0.317,0,2,1,0,0,1,0,101,0,352.2,0,0,0.26,0,legit,0
790.64,23,401,1255.52,-0.926,0,1,1,0,0,1,1,436,0,29.1,0,0,0.308,0,legit,0
703.89,1,917,719.21,-0.053,0,4,1,0,0,0,0,371,0,109.1,0,0,0.113,0,legit,0
2032.4,2,1566,1797.97,0.326,0,1,1,0,0,0,0,39,0,14.2,0,0,0.182,0,legit,0
731.97,18,375,1218.89,-0.999,0,3,2,0,0,0,0,433,0,30.3,0,0,0.117,0,legit,0
1831.01,13,281,1453.44,0.649,0,4,1,0,0,0,0,1921,0,228.9,0,0,0.081,0,legit,0
967.84,9,707,1371.53,-0.736,1,0,1,1,0,0,0,3243,0,84.9,0,0,0.0,0,legit,0
1622.31,0,286,1402.79,0.391,0,2,1,1,0,0,0,38,0,55.7,0,0,0.0,0,legit,0
279.99,17,261,306.47,-0.216,0,3,1,0,0,0,0,0,0,103.0,0,0,0.108,0,legit,0
1310.38,21,542,1017.1,0.721,1,1,4,0,0,0,0,2547,0,101.6,0,0,0.0,1,legit,0
1108.98,11,658,1125.33,-0.036,0,0,2,0,0,0,1,3132,0,359.1,0,0,0.177,0,legit,0
1919.27,1,1693,1350.09,1.054,1,3,2,0,0,1,1,88,0,172.3,0,0,0.177,0,legit,0
161.16,3,334,135.73,0.468,1,2,1,0,0,0,0,0,0,201.0,0,0,0.38,0,legit,0
1201.58,6,110,1241.37,-0.08,0,1,3,2,0,0,1,3051,0,54.3,0,0,0.162,0,legit,0
559.44,2,783,895.28,-0.938,0,3,2,0,0,0,1,219,0,61.4,0,0,0.248,0,legit,0
1057.7,22,153,1116.04,-0.131,1,2,1,1,0,0,1,5172,0,82.6,0,0,0.194,0,legit,0
631.01,18,722,480.69,0.782,0,1,5,3,0,1,1,48,0,95.3,0,0,0.051,0,legit,0
1267.3,0,346,1494.78,-0.38,1,3,1,1,0,0,0,2113,0,135.2,0,0,0.429,1,legit,0
144.49,13,248,364.18,-1.508,0,3,1,1,0,0,1,3312,0,47.7,0,0,0.241,0,legit,0
795.44,23,248,1274.28,-0.939,0,2,1,0,0,0,0,480,0,25.7,0,0,0.115,0,legit,0
584.17,17,162,566.06,0.08,0,1,2,0,0,0,0,1172,0,149.9,0,0,0.2,0,legit,0
1203.88,10,230,1457.74,-0.435,0,3,1,1,0,0,1,1359,0,60.7,0,0,0.035,0,legit,0
605.99,1,1031,724.59,-0.409,1,1,1,0,0,0,0,1337,0,150.4,0,0,0.281,0,legit,0
1265.97,0,2552,1661.58,-0.595,0,3,2,1,0,0,0,35,0,147.9,0,0,0.262,0,legit,0
1355.97,22,559,915.06,1.205,0,2,4,1,0,1,1,660,0,161.3,0,0,0.113,0,legit,0
847.01,14,835,851.14,-0.012,0,2,3,0,0,0,0,3502,0,176.3,0,0,0.149,0,legit,0
3012.8,15,99,2236.18,0.868,0,3,2,0,0,0,0,2255,0,152.7,1,0,0.082,0,legit,0
526.29,0,445,442.12,0.476,0,4,1,0,0,0,0,135319,0,35.7,0,0,0.203,0,legit,0
1459.6,20,108,1350.83,0.201,0,2,3,1,0,1,1,228,0,59.2,0,0,0.231,0,legit,0
1105.1,3,312,1309.28,-0.39,1,1,2,0,0,0,0,18338,0,175.9,0,0,0.041,0,legit,0
1876.81,5,784,1491.75,0.645,0,2,2,0,0,0,0,15,0,219.0,0,0,0.133,0,legit,0
1143.55,12,193,1117.28,0.059,0,2,3,0,0,0,1,2461,1,75.5,0,0,0.189,0,legit,0
3223.8,20,45,2187.81,1.184,0,20,1,0,0,0,1,319,0,458.7,0,1,0.153,0,mule_cashout_ring,1
1499.11,3,112,1417.63,0.144,1,0,1,0,0,0,0,355,0,281.1,1,0,0.341,0,legit,0
2083.16,19,581,1589.68,0.776,0,3,1,0,0,1,0,58534,0,55.1,0,0,0.145,0,legit,0
1436.43,5,190,1214.65,0.456,0,2,1,0,0,0,0,85,0,61.4,0,0,0.0,0,legit,0
1507.13,16,409,1383.78,0.223,1,2,2,0,0,0,0,197,0,101.9,0,1,0.086,0,legit,0
553.21,13,214,790.76,-0.751,0,2,1,0,0,0,0,221,0,47.2,0,0,0.193,0,legit,0
789.2,18,764,872.15,-0.238,0,1,1,0,0,0,0,14,0,302.2,0,0,0.113,0,legit,0
892.53,1,766,1122.97,-0.513,0,1,2,1,0,0,0,395,0,293.2,0,0,0.123,0,legit,0
1176.61,9,74,1031.89,0.351,0,1,1,0,0,0,0,1461,0,53.0,0,0,0.168,0,legit,0
837.48,9,575,790.61,0.148,0,4,1,0,0,0,0,18,0,94.8,0,0,0.262,0,legit,0
1804.43,2,174,1459.11,0.592,0,3,5,0,0,1,1,1388,0,190.4,0,0,0.0,0,legit,0
816.53,15,72,1109.78,-0.661,0,2,1,1,0,0,0,196,0,87.0,0,0,0.381,0,legit,0
220.29,18,768,283.81,-0.56,1,3,1,0,0,1,0,6729,0,129.6,0,1,0.0,0,legit,0
614.01,22,496,2505.93,-1.887,0,1,2,0,0,0,0,213,0,66.9,0,0,0.251,0,legit,0
557.02,16,433,593.25,-0.153,1,2,1,0,0,0,0,5786,0,52.1,1,0,0.018,0,legit,0
661.92,9,296,698.59,-0.131,0,0,1,0,0,0,0,391,0,92.7,0,0,0.0,0,legit,0
898.34,2,313,815.7,0.253,1,2,4,0,0,0,0,20,0,700.2,0,0,0.21,0,legit,0
1321.57,22,244,1395.48,-0.132,1,2,2,0,0,0,0,15,0,31.2,0,0,0.311,0,legit,0
179.9,9,184,829.16,-1.958,0,2,3,1,0,1,0,423,0,136.3,0,0,0.101,0,legit,0
2501.95,17,131,1341.02,2.164,0,2,1,0,0,0,0,592,0,57.7,1,0,0.045,0,legit,0
185.1,7,516,447.95,-1.467,1,2,1,0,0,1,0,1437,0,80.7,0,0,0.289,0,legit,0
311.46,16,326,612.89,-1.23,0,3,1,0,0,0,0,17724,0,77.8,0,0,0.139,1,legit,0
1173.26,3,343,1066.58,0.25,0,3,3,0,0,1,0,3547,0,39.2,0,0,0.177,0,legit,0
340.89,7,517,671.95,-1.232,3,4,1,0,0,0,0,1734,0,212.6,0,0,0.176,1,legit,0
1278.3,4,206,1113.28,0.371,2,0,2,0,0,0,0,3355,0,25.2,0,0,0.081,0,legit,0
1570.64,21,204,1280.18,0.567,1,4,1,0,0,0,0,243,0,22.4,0,0,0.302,0,legit,0
2222.84,6,173,1377.42,1.534,0,3,1,0,0,0,0,20470,0,60.0,0,0,0.052,0,legit,0
319.75,6,1027,383.16,-0.414,0,1,1,0,0,0,0,244,0,275.2,0,0,0.377,0,legit,0
78.88,20,43,50.0,1.444,0,1,1,0,0,1,0,42,0,145.0,0,0,0.198,0,legit,0
26.32,5,322,50.0,-1.184,0,2,3,0,0,1,0,140,0,5.5,0,0,0.155,0,legit,0
1604.92,7,56,1467.62,0.234,0,3,1,0,0,0,0,2374,0,18.8,0,0,0.26,0,legit,0
221.19,12,30,462.33,-1.304,2,5,1,0,0,0,0,735,0,40.2,0,0,0.295,0,legit,0
658.49,21,91,622.32,0.145,1,2,1,1,0,0,0,172,0,152.7,0,0,0.242,0,legit,0
599.58,0,923,330.39,2.037,0,3,1,0,0,0,0,88,0,92.1,0,0,0.183,0,legit,0
569.44,5,670,1605.21,-1.613,0,0,1,0,0,0,0,2021,0,17.3,0,0,0.003,0,legit,0
2451.89,4,548,1430.02,1.786,1,3,1,0,0,0,0,36,0,289.0,0,0,0.084,1,legit,0
1442.59,19,249,1741.3,-0.429,0,3,1,0,0,0,0,440,1,227.2,0,0,0.029,0,legit,0
1168.53,6,557,1899.38,-0.962,0,0,2,1,0,0,0,170,1,22.2,0,0,0.301,0,legit,0
49.47,18,272,50.0,-0.027,0,1,1,1,0,0,0,48,0,48.7,0,0,0.057,0,legit,0
1343.78,1,498,1327.48,0.031,1,0,2,0,0,0,0,123,0,36.8,0,0,0.192,0,legit,0
609.7,0,93,1315.48,-1.341,2,1,1,0,0,0,0,493,0,67.8,0,0,0.069,0,legit,0
55.75,13,580,72.78,-0.585,0,1,8,1,0,1,1,39,0,81.4,0,0,0.264,0,legit,0
963.33,9,719,1087.31,-0.285,0,4,1,1,0,0,1,721,0,7.1,0,0,0.212,0,legit,0
1156.92,16,850,1018.12,0.341,0,0,1,0,0,0,0,630,0,226.6,0,0,0.241,0,legit,0
1511.15,19,171,1272.49,0.469,1,1,1,0,0,0,0,59,0,51.3,0,0,0.181,0,legit,0
1764.87,6,266,1398.84,0.654,1,3,1,0,0,0,0,9637,0,123.2,0,0,0.234,0,legit,0
460.35,5,297,402.5,0.359,0,4,2,0,0,0,0,52,0,26.3,0,0,0.382,0,legit,0
1383.36,22,458,1377.21,0.011,0,0,1,0,0,0,0,39,0,61.1,0,0,0.0,0,legit,0
735.1,15,410,1012.78,-0.685,0,2,4,0,0,0,0,757,0,65.2,0,0,0.0,0,legit,0
741.42,15,648,1237.7,-1.002,1,1,1,0,0,0,1,1303,0,36.6,0,0,0.118,0,legit,0
2288.68,12,355,1103.32,2.686,0,0,1,0,0,0,1,88,0,44.7,0,0,0.379,0,legit,0
1559.28,3,626,1294.68,0.511,0,2,2,1,0,0,0,23717,0,214.8,1,0,0.001,0,legit,0
21.88,13,229,50.0,-1.406,1,2,1,0,0,0,0,25,0,121.8,0,0,0.14,0,legit,0
451.5,14,518,790.17,-1.072,0,0,1,0,0,0,1,50835,0,16.9,0,0,0.0,0,legit,0
10.0,17,432,1187.95,-2.479,0,5,1,0,0,0,1,1912,0,152.9,0,0,0.174,0,legit,0
2362.75,13,42,1782.05,0.815,1,2,2,0,0,1,0,1789,0,43.9,0,0,0.203,0,legit,0
524.11,1,197,1341.25,-1.523,0,4,1,0,0,0,0,1690,0,217.2,0,0,0.246,0,legit,0
1188.64,16,795,1320.88,-0.25,0,1,2,0,0,0,0,119,0,136.7,1,0,0.0,0,legit,0
1829.24,13,241,1511.03,0.526,1,1,1,1,0,0,0,90,0,83.2,0,0,0.171,0,legit,0
257.15,13,403,377.32,-0.796,1,3,3,0,0,0,0,944,0,88.3,0,0,0.324,0,legit,0
1089.03,2,201,1527.45,-0.718,0,2,2,0,0,0,0,8882,0,224.1,0,0,0.204,0,legit,0
199.9,9,653,300.53,-0.837,0,1,2,0,0,0,0,3299,0,249.1,0,0,0.0,0,legit,0
208.58,18,423,657.34,-1.707,0,1,1,0,0,0,0,211,0,34.9,0,1,0.0,0,legit,0
163.4,5,816,199.02,-0.447,0,0,1,0,1,0,0,788,0,142.9,0,0,0.071,0,legit,0
386.63,15,364,1139.37,-1.652,2,2,1,1,0,1,0,36,1,162.8,0,0,0.237,0,legit,0
1541.31,0,254,1043.78,1.192,0,3,1,0,0,1,1,36,0,404.9,0,1,0.087,0,legit,0
1707.34,8,176,1864.3,-0.21,0,0,1,0,0,0,0,761,0,34.1,0,0,0.0,0,legit,0
372.44,10,2689,664.61,-1.099,0,1,1,1,0,0,1,181,0,53.9,0,0,0.278,0,legit,0
10.0,8,1348,513.91,-2.451,0,3,2,0,0,0,0,1093,0,58.7,0,0,0.171,0,legit,0
1338.94,23,334,772.06,1.836,0,5,2,1,0,0,1,0,0,10.6,0,0,0.165,0,upi_collect_scam,1
363.65,4,1055,677.58,-1.158,1,2,1,0,0,1,0,130,0,96.9,0,0,0.403,0,legit,0
389.67,0,261,428.89,-0.229,0,2,1,0,0,0,0,120,0,28.5,0,0,0.293,0,legit,0
1525.09,21,838,1311.5,0.407,0,3,2,0,0,0,0,9430,0,52.8,0,0,0.0,0,legit,0
516.89,19,393,796.23,-0.877,1,3,2,0,0,0,0,33,0,464.3,0,0,0.054,0,legit,0
493.7,3,1280,438.7,0.313,2,2,2,0,0,0,0,166,1,24.7,0,0,0.16,1,legit,0
278.33,9,285,688.16,-1.489,0,1,1,0,0,0,0,26,0,116.8,0,0,0.248,0,legit,0
973.41,12,239,1606.2,-0.985,1,1,2,0,0,0,0,504,0,13.9,0,0,0.273,0,legit,0
188.43,17,387,200.25,-0.148,0,2,1,0,0,0,0,5830,0,45.7,0,0,0.222,0,legit,0
2034.17,8,323,1611.93,0.655,0,7,1,0,0,0,0,421,0,69.4,0,0,0.0,0,legit,0
2187.99,0,413,1608.2,0.901,0,4,3,0,0,0,1,19,0,59.4,0,1,0.155,0,legit,0
2557.66,21,292,1783.84,1.084,0,2,6,1,0,0,0,45,0,241.4,0,0,0.246,0,legit,0
2189.25,1,290,1561.84,1.004,0,2,4,1,0,1,1,308,0,93.1,0,0,0.074,0,legit,0
2113.26,11,360,1385.66,1.313,1,4,1,0,0,0,0,36,0,75.6,0,0,0.184,0,legit,0
545.32,4,135,1102.06,-1.263,0,2,1,0,0,0,0,47,0,218.1,0,0,0.061,0,legit,0
1296.63,0,226,1226.31,0.143,1,0,2,0,0,0,0,571,0,26.1,0,0,0.176,0,legit,0
2446.15,10,69,1410.92,1.834,0,1,4,0,0,0,0,302,0,269.5,0,0,0.155,0,legit,0
1973.82,11,525,1925.77,0.062,1,3,1,0,0,0,0,69183,0,123.4,0,0,0.427,0,legit,0
527.82,11,205,1164.84,-1.367,0,0,2,0,0,0,0,408,0,111.4,0,0,0.211,0,legit,0
